Id,Cluster,Label
4305,3880,cat
4306,3881,sumber
4307,3882,menganggu
4308,3883,adanya
4309,3884,didepan
4310,3885,bagian
4311,3886,berantakan
4312,3887,milik
4313,3888,pju
4314,3889,karna
4315,3890,karung
4316,3891,trotoar
4317,2073,sumbangan
4318,3892,akses
4319,3893,ogah
4320,3894,kenyamanan
4321,3895,kena
4322,3896,diambil
4323,3897,pintu
4324,3898,berjalan
4325,3899,tertib
4326,3900,gelap
4327,3901,wilayah
4328,3902,lanjut
4329,3903,jpo
4330,3904,halte
4331,3905,tambal
4332,3906,rumput
4333,61,penertiban
4334,3907,sepeda
4335,3908,jalur
4336,3909,umum
4337,3910,tunggu
4338,3911,didalam
4339,3912,kanan
4340,3913,persimpangan
4341,3914,sedikit
4342,3915,pembersihan
4343,3916,utama
4344,3917,sibuk
4345,3918,cek
4346,61,penertiban
4347,3312,rokok
4348,3919,ditutup
4349,3920,mengganggu
4350,3921,memakan
4351,3922,tebet
4352,3923,daerah
4353,3924,unit
4354,3925,begitu
4355,3926,pembuangan
4356,3927,perhubungan
4357,3928,biasanya
4358,3929,melaporkan
4359,3930,pemangkasan
4360,3931,mengambil
4361,3932,kabel
4362,3933,ketika
4363,3934,lain
4364,3935,harap
4365,3936,bina
4366,3937,kepentingan
4367,3938,diangkut
4368,3939,seenaknya
4369,3940,wilayah
4370,3941,lantai
4371,3942,menumpuk
4372,3943,komersil
4373,3944,tol
4374,3945,unit
4375,3946,cepat
4376,3947,preman
4377,3948,aspal
4378,3949,stop
4379,3950,amblas
4380,3951,rapih
4381,3952,keras
4382,3953,pengaspalan
4383,3954,kotoran
4384,3955,sampah
4385,461,aduan
4386,3956,didalam
4387,3957,semak
4388,3958,menghalangi
4389,3959,bebas
4390,3960,ranting
4391,3961,tugas
4392,3962,posting
4393,3963,kering
4394,3312,rokok
4395,3964,dilalui
4396,3965,mengotori
4397,3966,utk
4398,3967,kembali
4399,3968,berfungsi
4400,3969,sakit
4401,3970,aturan
4402,3971,bersihkan
4403,3972,pancoran
4404,3973,bekas
4405,3974,dibuang
4406,3975,proyek
4407,3976,terjadi
4408,3977,pembakaran
4409,3978,pengunjung
4410,58,rawamangun
4411,3979,posisi
4412,3980,penertiban
4413,3981,lumpur
4414,3982,anak
4415,3983,dahan
4416,3984,dibantu
4417,3985,angin
4418,3986,padam
4419,3987,online
4420,3988,masuk
4421,3989,kawasan
4422,58,rawamangun
4423,3990,alfamart
4424,3991,mau
4425,3992,area
4426,3993,flyover
4427,3994,lanjut
4428,3995,kena
4429,3996,seluruh
4430,3997,topping
4431,3998,bongkar
4432,3999,air
4433,4000,nih
4434,4001,pohon
4435,4002,rindang
4436,4003,lapak
4437,4004,bendera
4438,4005,hampir
4439,4006,tidur
4440,4007,berantakan
4441,4008,butuh
4442,4009,penertiban
4443,4010,menit
4444,4011,seminggu
4445,4012,kayu
4446,2984,quot
4447,4013,kategori
4448,4014,penertiban
4449,4015,langsung
4450,4016,lubang
4451,4017,jln
4452,4018,sal
4453,4019,semak
4454,4020,efek
4455,4021,digunakan
4456,4022,pkl
4457,4023,thanks
4458,4024,rapi
4459,4025,got
4460,4026,permanen
4461,4027,parah
4462,4028,sehat
4463,4029,jak
4464,3659,pangkas
4465,4030,tlg
4466,4031,begitu
4467,4032,bendera
4468,4033,menyala
4469,4034,lampu
4470,4035,ujung
4471,2222,cawang
4472,4036,aspal
4473,4037,ramai
4474,4038,bekerja
4475,4039,baliho
4476,4040,aturan
4477,4041,menghambat
4478,4042,lintas
4479,4043,gorong
4480,4044,menjuntai
4481,4045,sumber
4482,4046,akibat
4483,4047,arah
4484,4048,rawamangun
4485,4049,dll
4486,4050,perlu
4487,4051,tertibkan
4488,4052,dinas
4489,4053,yg
4490,4054,galian
4491,3606,butuh
4492,4055,anak
4493,4056,ruko
4494,4057,lalin
4495,4058,bahaya
4496,4059,pengunjung
4497,4060,supaya
4498,4061,genangan
4499,4062,yg
4500,4063,sekian
4501,4064,masih
4502,4065,merah
4503,4066,lagi
4504,4067,makan
4505,4068,ga
4506,4069,tanjung
4507,4070,kejahatan
4508,4071,menjadi
4509,4072,hidup
4510,4073,tumpukan
4511,4074,setiap
4512,4075,terang
4513,592,ditambah
4514,4076,tiba
4515,2222,cawang
4516,4077,pelanggaran
4517,4078,pelanggaran
4518,4079,sda
4519,4080,cek
4520,4081,warna
4521,4082,ketika
4522,4083,semakin
4523,4084,menyala
4524,4085,pemotor
4525,4086,menyala
4526,4087,ormas
4527,4084,menyala
4528,4088,cek
4529,4089,indah
4530,4090,derek
4531,4091,sal
4532,4092,ban
4533,4093,mesin
4534,4094,memakai
4535,3312,rokok
4536,4095,lalin
4537,4096,marka
4538,4097,keamanan
4539,4098,mengalir
4540,4099,tkp
4541,4100,sepertinya
4542,4101,melakukan
4543,4102,memakan
4544,4103,suara
4545,4104,pengguna
4546,3606,butuh
4547,4105,tl
4548,4106,kering
4549,4107,penerangan
4550,4108,amblas
4551,4109,jualan
4552,4110,tutup
4553,4111,melintas
4554,4112,rapihkan
4555,4113,parkir
4556,4114,fasum
4557,4115,pedagang
4558,4116,menggangu
4559,4117,ditutup
4560,4118,semak
4561,4119,gelap
4562,4120,lalulintas
4563,4121,tertib
4564,4122,dulu
4565,4123,nya
4566,4124,parkir
4567,4125,total
4568,4126,pas
4569,4127,tl
4570,4128,larangan
4571,4129,menyala
4572,4130,bagi
4573,4131,ditemukan
4574,4132,toping
4575,4133,ilegal
4576,4134,kembali
4577,4135,jgn
4578,4136,bajaj
4579,4137,merah
4580,4138,rambu
4581,4139,jpo
4582,4140,aspal
4583,4141,rata
4584,4142,pohon
4585,4143,genangan
4586,4144,berlubang
4587,4145,terpasang
4588,4146,mata
4589,4147,perbaikan
4590,4148,lubang
4591,3537,pemasangan
4592,4149,disitu
4593,4150,kering
4594,4151,berlubang
4595,4152,penyakit
4596,4153,indah
4597,4154,tl
4598,4155,parah
4599,4156,rendah
4600,4157,dong
4601,4158,komersil
4602,4159,titik
4603,4160,dipasang
4604,4161,area
4605,4162,berbahaya
4606,4163,macet
4607,4164,ngetem
4608,4165,resmi
4609,4166,rapihkan
4610,4167,kebakaran
4611,592,ditambah
4612,4168,fasos
4613,4169,mangkal
4614,4170,rata
4615,4171,jd
4616,4172,diangkut
4617,4173,malam
4618,4174,mhn
4619,4175,penerangan
4620,4176,kursi
4621,2222,cawang
4622,4177,kabel
4623,4178,blok
4624,4179,ganti
4625,4180,balik
4626,4181,kecelakaan
4627,4182,banget
4628,4183,kelapa
4629,4184,gelap
4630,4185,gerbang
4631,4186,pju
4632,4187,membantu
4633,4188,ya
4634,4189,perbaiki
4635,4190,perhubungan
4636,4191,sy
4637,4192,penopingan
4638,4193,umum
4639,4194,batang
4640,4195,dibiarkan
4641,4196,citata
4642,4197,dibongkar
4643,4198,kategori
4644,4199,sejak
4645,4200,gedung
4646,4201,komersil
4647,4202,maxim
4648,4203,ditertibkan
4649,4204,ditengah
4650,4205,jatuh
4651,4206,ujung
4652,4207,tl
4653,4208,flyover
4654,4209,bahwa
4655,4209,bahwa
4656,4210,kota
4657,4211,beberapa
4658,4212,lagi
4659,4190,perhubungan
4660,4213,lanjut
4661,4214,membahayakan
4662,4215,bongkar
4663,4216,solusi
4664,4217,tebang
4665,4218,penerangan
4666,4219,mampet
4667,4220,mampet
4668,4221,kabel
4669,4222,nya
4670,4223,duduk
4671,4224,bahaya
4672,4225,ad
4673,3053,tiang
4674,4226,ganggu
4675,3201,bajaj
4676,2996,ditemukan
4677,4227,bus
4678,4228,truk
4679,4229,bangunan
4680,4230,perumahan
4681,4231,potensi
4682,4232,digunakan
4683,4233,aparat
4684,4234,izin
4685,4235,antrian
4686,4236,diperbaiki
4687,4237,bantuannya
4688,4238,arah
4689,4239,informasi
4690,3447,tanpa
4691,4240,hijau
4692,4241,sempit
4693,4242,lapor
4694,4243,tlg
4695,4244,trotoar
4696,4245,tkp
4697,4246,pembuangan
4698,4247,terimakasih
4699,4248,dirapihkan
4700,4249,bantuan
4701,4250,cek
4702,4251,selalu
4703,4252,lumpur
4704,4253,kucing
4705,4254,sy
4706,4255,menyala
4707,4256,amp
4708,4257,bahaya
4709,4258,sarang
4710,4259,rata
4711,4260,tertutup
4712,4261,tebet
4713,4262,fasos
4714,4263,fasos
4715,4264,berbulan
4716,4265,amblas
4717,4266,lumpur
4718,4267,pindah
4719,4268,lampu
4720,4269,hijau
4721,3490,toko
4722,4270,selokan
4723,4271,dibuang
4724,4272,rimbun
4725,4273,melakukan
4726,4274,jelas
4727,4275,pembakaran
4728,4276,keluar
4729,4277,bagus
4730,4278,pagi
4731,4279,unjuk
4732,4280,pengaspalan
4733,3527,penertiban
4734,4281,kereta
4735,4282,gang
4736,4283,gang
4737,4284,stop
4738,4285,pembiaran
4739,4286,karung
4740,4287,mampet
4741,4288,sampah
4742,4289,pohon
4743,4290,ditemukan
4744,4291,ketentuan
4745,4292,berpotensi
4746,4293,sdh
4747,4294,kemacetan
4748,3674,thd
4749,4295,bagian
4750,4296,jgn
4751,4297,wajib
4752,4298,contoh
4753,4299,contoh
4754,4300,pengendara
4755,4301,pd
4756,4302,fasilitas
4757,4303,bocor
4758,2996,ditemukan
4759,4304,ditemukan
4760,4305,bikin
4761,4306,lubang
4762,4307,bantuannya
4763,4308,dpt
4764,3053,tiang
4765,4309,membahayakan
4766,4310,lampu
4767,3037,ditemukan
4768,4311,jd
4769,4312,udah
4770,4313,layak
4771,4314,menit
4772,4297,wajib
4773,4315,semak
4774,4316,meja
4775,4317,panjang
4776,4318,dikarenakan
4777,4319,digunakan
4778,4320,turun
4779,4321,parkir
4780,4322,transportasi
4781,4323,monitoring
4782,4324,warna
4783,4325,biar
4784,4326,sesuai
4785,4327,kondisi
4786,4328,badan
4787,4329,hati
4788,3659,pangkas
4789,4330,jalanan
4790,61,penertiban
4791,4331,ditertibkan
4792,4332,genangan
4793,4333,menutup
4794,4334,area
4795,4335,wanita
4796,4336,pemerintah
4797,4337,bajaj
4798,4338,minggu
4799,4339,berlubang
4800,4340,banjir
4801,4341,vandalisme
4802,4342,beton
4803,4343,saluran
4804,4344,berat
4805,4345,genangan
4806,4346,ditengah
4807,4347,merah
4808,4348,pusat
4809,4349,tinggi
4810,3659,pangkas
4811,4350,bocor
4812,4351,lebat
4813,4352,pemasangan
4814,4353,jualan
4815,4354,besi
4816,4355,traffic
4817,4356,menggangu
4818,4357,batu
4819,4358,berani
4820,4359,kucing
4821,4360,tsb
4822,4361,pagi
4823,4362,meresahkan
4824,4363,banjir
4825,4364,mengambil
4826,4365,bagus
4827,4366,bantuan
4828,4367,diasphal
4829,4368,butuh
4830,4369,ditemukan
4831,4370,dgn
4832,4371,sda
4833,4372,penutup
4834,61,penertiban
4835,4373,sesuai
4836,4374,sda
4837,4375,pelanggar
4838,4376,didepan
4839,4377,lumpur
4840,4378,penertiban
4841,4379,lewat
4842,4380,berupa
4843,3137,topping
4844,4381,an
4845,4382,inap
4846,4383,penutup
4847,4384,antara
4848,4385,jaklingko
4849,4386,banget
4850,4387,puluhan
4851,4388,tlg
4852,4389,tertibkan
4853,4390,apa
4854,4391,unit
4855,4392,nyamuk
4856,4393,baliho
4857,4394,tutup
4858,4395,hancur
4859,3659,pangkas
4860,4396,permanen
4861,4397,hijau
4862,4398,perbaiki
4863,4399,bocor
4864,4400,tadi
4865,4401,cawang
4866,4402,belokan
4867,4403,atap
4868,4404,berupa
4869,4405,violation
4870,4406,putar
4871,4407,bertanggung
4872,4408,dibuang
4873,22,kuning
4874,4409,kanstin
4875,4410,pemukiman
4876,4411,pembakaran
4877,4412,turunkan
4878,4413,ruang
4879,4414,atas
4880,4415,raya
4881,4416,flyover
4882,4417,halte
4883,4418,bus
4884,4419,terjadi
4885,4420,khawatir
4886,4421,apa
4887,4422,sepanjang
4888,4423,tak
4889,4424,terang
4890,4425,tlg
4891,58,rawamangun
4892,4426,banget
4893,4427,padam
4894,58,rawamangun
4895,4428,maaf
4896,4429,tiang
4897,4430,bagian
4898,4431,hal
4899,4432,bermain
4900,4433,mampet
4901,4434,indah
4902,4435,supaya
4903,4436,sekitarnya
4904,4437,kaca
4905,4438,topping
4906,4438,topping
4907,4439,stop
4908,4440,aspal
4909,4441,pot
4910,4442,hidup
4911,4443,issue
4912,4444,berbahaya
4913,4445,seminggu
4914,4446,baliho
4915,4447,berat
4916,4448,berjualan
4917,4449,hijau
4918,4450,penerangan
4919,4451,pelanggar
4920,4452,diatas
4921,4453,hati
4922,4454,tembok
4923,4455,pemukiman
4924,4456,terang
4925,4457,berserakan
4926,4458,hancur
4927,4459,pangkas
4928,4460,pengaspalan
4929,4461,lalulintas
4930,4462,korban
4931,4463,mati
4932,4464,terlihat
4933,4465,kotor
4934,4466,warung
4935,4467,turunkan
4936,4468,hijau
4937,4469,hilang
4938,4470,kadang
4939,4471,sampah
4940,4472,skpd
4941,2073,sumbangan
4942,4473,tikungan
4943,4474,ruang
4944,4475,sejak
4945,4476,sebelumnya
4946,4477,nyala
4947,4478,ppsu
4948,4479,merusak
4949,4480,penggunaan
4950,4438,topping
4951,4481,motor
4952,4482,aktifitas
4953,4483,komersil
4954,4484,contoh
4955,58,rawamangun
4956,4485,pemotor
4957,4486,bolong
4958,4487,merupakan
4959,4488,titik
4960,4489,diganti
4961,4490,lalulintas
4962,4491,pju
4963,4492,aspal
4964,4493,derek
4965,4494,belok
4966,4495,jembatan
4967,4496,tembok
4968,4497,quot
4969,4498,berjualan
4970,4499,saluran
4971,4500,pohon
4972,4501,pinggir
4973,4502,kedua
4974,4502,kedua
4975,4503,lampu
4976,4504,naik
4977,4505,sekali
4978,4506,jatuh
4979,4507,menyala
4980,4508,fasos
4981,4509,pangkas
4982,4510,perhatian
4983,4511,pajak
4984,4512,nyala
4985,4513,separator
4986,4514,separator
4987,461,aduan
4988,4515,trotoar
4989,4516,khususnya
4990,4517,terjadi
4991,4518,amblas
4992,4519,tindaklanjuti
4993,4520,ban
4994,4521,dapat
4995,4522,biaya
4996,4523,flyover
4997,4524,sampah
4998,4525,bener
4999,4526,kata
5000,4527,plastik
5001,4528,rumput
5002,4529,bangunan
5003,4530,ya
5004,4531,penggunaan
5005,4532,karung
5006,4533,uu
5007,4534,liat
5008,4535,jak
5009,4536,yg
5010,4537,jualan
5011,4538,merugikan
5012,4539,ga
5013,4540,pembangunan
5014,4541,pembangunan
5015,4542,plang
5016,4543,sedikit
5017,4544,busway
5018,4545,mobil
5019,4546,air
5020,4547,rata
5021,4548,batang
5022,4549,spanduk
5023,592,ditambah
5024,4550,parkir
5025,4551,bersih
5026,4552,rumah
5027,4553,kabel
5028,4554,pintu
5029,4555,plastik
5030,4556,pake
5031,4557,mengingat
5032,4558,perbaikan
5033,4559,mengenai
5034,4560,utama
5035,4561,ramai
5036,4562,seenaknya
5037,4563,arah
5038,4564,asap
5039,4565,info
5040,4566,berbahaya
5041,4567,patah
5042,4568,arah
5043,4569,tanaman
5044,4570,umbul
5045,4571,lapak
5046,4572,menjadi
5047,4573,bisnis
5048,4574,bikin
5049,4575,inap
5050,4576,diambil
5051,4577,pemilik
5052,4578,kaki
5053,4579,ditemukan
5054,4580,baliho
5055,4581,pohon
5056,4582,busway
5057,4583,rusak
5058,4584,akibat
5059,4585,penghuni
5060,2984,quot
5061,4586,sy
5062,4587,pengguna
5063,4588,berat
5064,4589,persimpangan
5065,4590,menggunakan
5066,4591,kerja
5067,4592,pengaspalan
5068,4593,makin
5069,4594,ditaruh
5070,4595,ditengah
5071,4596,dr
5072,4597,besi
5073,2984,quot
5074,4598,baliho
5075,772,toping
5076,4599,bus
5077,4600,cabut
5078,4601,pelaku
5079,4602,stop
5080,4603,air
5081,4604,efek
5082,4605,maxim
5083,4606,kuning
5084,4607,nomor
5085,4608,menumpuk
5086,4609,lingkungan
5087,4610,liat
5088,4611,fasos
5089,4612,hijau
5090,4613,hijau
5091,4614,gini
5092,4615,dipakai
5093,4616,cawang
5094,4617,baliho
5095,4618,pju
5096,4619,sarang
5097,4620,pelanggar
5098,4621,diperbaiki
5099,4622,anak
5100,4623,kelapa
5101,4624,ternyata
5102,4625,balik
5103,4626,monitoring
5104,4627,cempaka
5105,4628,papan
5106,4629,alias
5107,4630,galian
5108,4631,transportasi
5109,4632,penerangan
5110,4633,seenaknya
5111,4634,informasi
5112,4635,quot
5113,4636,berfungsi
5114,4637,permanen
5115,4638,ambil
5116,4639,jd
5117,4640,org
5118,3995,kena
5119,4641,pinggir
5120,4642,terus
5121,4643,nya
5122,4644,rute
5123,4645,tiang
5124,4646,listrik
5125,4647,melawan
5126,4648,lama
5127,4649,pembersihan
5128,4650,gaji
5129,4651,kereta
5130,4652,solusi
5131,4653,dna
5132,4654,berulang
5133,4655,tsb
5134,3053,tiang
5135,4656,lanjut
5136,3053,tiang
5137,4657,ranting
5138,4658,kendaraan
5139,4659,pemberhentian
5140,4660,sal
5141,4661,mau
5142,4662,kotor
5143,4663,trims
5144,4664,rute
5145,4665,lantai
5146,4666,waktu
5147,4573,bisnis
5148,4667,aturan
5149,4668,rumah
5150,4669,transportasi
5151,4670,boleh
5152,4671,batang
5153,4672,peringatan
5154,4673,cat
5155,4674,umbul
5156,4675,biro
5157,4676,rendah
5158,4677,jelas
5159,4678,penuh
5160,4679,potensi
5161,4680,sebelah
5162,4681,parkir
5163,4678,penuh
5164,4682,pemberhentian
5165,4683,akibat
5166,4684,kebakaran
5167,4685,kabel
5168,4686,tangga
5169,4687,jak
5170,4688,pedestrian
5171,4689,bangunan
5172,4690,penanganan
5173,4691,daun
5174,4573,bisnis
5175,4692,salam
5176,4693,kaki
5177,4694,lampu
5178,4695,garasi
5179,4696,patah
5180,4697,aktifitas
5181,4698,pemilik
5182,4699,semakin
5183,4700,parkir
5184,4701,bebas
5185,4702,kuning
5186,3674,thd
5187,4703,jln
5188,4704,trotoar
5189,4705,badan
5190,4706,barat
5191,4707,dipangkas
5192,4708,halte
5193,3402,dipasang
5194,4709,tikungan
5195,4710,rapih
5196,4711,jpo
5197,4712,titik
5198,4713,air
5199,4714,pengaspalan
5200,4715,dibenahi
5201,4716,tim
5202,4717,tumpukan
5203,4718,kapan
5204,4719,diperbaiki
5205,4605,maxim
5206,4720,trims
5207,4721,diatas
5208,4605,maxim
5209,4722,dicabut
5210,4605,maxim
5211,4605,maxim
5212,4723,jalannya
5213,4605,maxim
5214,4724,orang
5215,4605,maxim
5216,4725,tembok
5217,4726,jadi
5218,4727,pohon
5219,4728,dibersihkan
5220,4729,ditemukan
5221,4730,ditemukan
5222,4731,wajib
5223,4732,dahan
5224,4733,apalagi
5225,4734,jauh
5226,4735,tl
5227,4736,kedua
5228,4737,apabila
5229,4738,trims
5230,4739,nunggu
5231,3035,kotoran
5232,4740,baliho
5233,4741,dipasang
5234,4488,titik
5235,4742,tersebut
5236,4488,titik
5237,4743,menyala
5238,4744,nanti
5239,4745,pkl
5240,4746,rute
5241,4747,informasi
5242,4748,diambil
5243,4749,bus
5244,4750,anak
5245,4751,transportasi
5246,4752,lawan
5247,4753,stop
5248,4754,lama
5249,4755,pajak
5250,4756,tunggu
5251,4757,angkut
5252,4758,sebelumnya
5253,4759,bisnis
5254,4760,sini
5255,4761,bus
5256,3053,tiang
5257,4762,stop
5258,4763,kaca
5259,4764,indah
5260,4765,aduan
5261,4766,agak
5262,4767,walikota
5263,4768,berkali
5264,4769,jembatan
5265,4770,genangan
5266,4771,dinas
5267,4413,ruang
5268,4772,dipasang
5269,4773,separator
5270,4774,kemarin
5271,3364,atribut
5272,4775,angkot
5273,4776,gimana
5274,4777,parah
5275,4778,diperbaiki
5276,4779,solusi
5277,4780,pedestrian
5278,4781,diperbaiki
5279,4782,sepanjang
5280,3364,atribut
5281,4783,transportasi
5282,4784,air
5283,4785,pintu
5284,4786,bolong
5285,4787,kawasan
5286,4788,nanti
5287,4789,kerja
5288,4790,melintas
5289,4791,cek
5290,4792,bolong
5291,4793,taman
5292,4794,seluruh
5293,4795,cukup
5294,4712,titik
5295,4796,terhormat
5296,4797,sisa
5297,4798,dilaporkan
5298,4799,salam
5299,4800,toping
5300,4801,marka
5301,4802,ranting
5302,4678,penuh
5303,4803,kucing
5304,4804,online
5305,4805,penertiban
5306,3201,bajaj
5307,4806,transjakarta
5308,4807,berserakan
5309,4808,pejalan
5310,4809,lapor
5311,4810,rubuh
5312,4811,jaki
5313,4812,menggangu
5314,4813,penertiban
5315,4814,buang
5316,4815,kuning
5317,4816,rute
5318,4817,didalam
5319,4818,got
5320,4819,merugikan
5321,4820,bantu
5322,4821,on
5323,4822,pju
5324,4823,on
5325,4824,mengenai
5326,4825,kemarin
5327,4826,kendaraan
5328,4827,penerangan
5329,4828,dekat
5330,4829,pembuangan
5331,4830,berdiri
5332,4831,pam
5333,4832,got
5334,4833,tangga
5335,4834,merupakan
5336,4835,pastikan
5337,4836,bagus
5338,4837,rawan
5339,3711,topping
5340,4838,kepentingan
5341,4765,aduan
5342,4839,tkp
5343,4840,bagi
5344,4841,raya
5345,4842,masuk
5346,2073,sumbangan
5347,4843,trotoar
5348,4844,mengambil
5349,4845,selokan
5350,4846,bangunan
5351,4847,ujung
5352,4848,cabut
5353,4849,mulai
5354,4850,jak
5355,4851,sebelah
5356,4852,cepat
5357,4853,kasus
5358,4854,lawan
5359,4855,mobil
5360,4856,kinerja
5361,4857,tertutup
5362,4858,ramai
5363,4859,antara
5364,4860,jatuh
5365,4861,bus
5366,4862,kanstin
5367,4862,kanstin
5368,4863,sehat
5369,4864,mau
5370,4865,tempelan
5371,4866,arah
5372,4867,bolong
5373,4868,pos
5374,4869,raya
5375,4870,mati
5376,4871,quot
5377,4872,terhadap
5378,4873,pemotor
5379,4874,aktifitas
5380,4875,tadi
5381,4876,parkir
5382,4877,kabel
5383,4878,ban
5384,4879,penertiban
5385,4880,dg
5386,4881,menggangu
5387,461,aduan
5388,4882,pribadi
5389,4883,jaya
5390,4884,ad
5391,4885,berulang
5392,4886,inap
5393,4887,angkot
5394,4888,pelanggaran
5395,4889,efek
5396,4890,aktifitas
5397,4891,memiliki
5398,4892,tindaklanjuti
5399,4893,dibenahi
5400,4894,nya
5401,4895,turunkan
5402,3053,tiang
5403,4896,kinerja
5404,3201,bajaj
5405,2073,sumbangan
5406,4897,pak
5407,4898,menganggu
5408,4899,karung
5409,4900,nyamuk
5410,4901,pengaspalan
5411,4902,vandalisme
5412,4903,gerobak
5413,4904,garasi
5414,4905,pj
5415,4906,ijin
5416,4907,mampet
5417,4908,aturan
5418,4909,penopingan
5419,4910,sampah
5420,4911,tersebut
5421,4912,mhn
5422,4913,pangkas
5423,4914,menganggu
5424,4915,pondok
5425,4916,dipasang
5426,4917,tanaman
5427,4918,jalur
5428,4919,dijalan
5429,4920,dipakai
5430,4921,udara
5431,4922,cabut
5432,4923,puing
5433,4924,muka
5434,4925,penerangan
5435,4926,area
5436,4927,proyek
5437,4928,genangan
5438,4929,nyaman
5439,4930,aturan
5440,4931,mobil
5441,4932,ditemukan
5442,4933,skpd
5443,4934,tlg
5444,4935,bantuannya
5445,4936,ranting
5446,4937,utama
5447,4938,mereka
5448,4939,dikerjakan
5449,4940,dipasang
5450,4941,sekolah
5451,4942,didepan
5452,4943,menunggu
5453,4944,lubang
5454,4945,lagi
5455,4946,padam
5456,4947,dpt
5457,4948,angkot
5458,4949,dibawah
5459,4950,dinas
5460,4951,trotoar
5461,3053,tiang
5462,4952,kotor
5463,4953,menit
5464,4954,semak
5465,4955,tambal
5466,4956,jd
5467,4957,acara
5468,4958,setengah
5469,4959,lawan
5470,4960,kayu
5471,4961,seminggu
5472,4962,lampu
5473,4963,jakut
5474,4964,quot
5475,4965,aspal
5476,4966,bahu
5477,4967,dll
5478,4968,rapihkan
5479,4969,berlaku
5480,4970,pangkas
5481,4971,sekitarnya
5482,4972,banner
5483,4973,foto
5484,4974,pejalan
5485,4975,tlg
5486,4976,memakai
5487,4977,putar
5488,4978,banjir
5489,4979,there
5490,4980,parkir
5491,4981,menghambat
5492,4982,mesin
5493,4983,sampai
5494,4984,kereta
5495,4985,tanah
5496,4986,tertibkan
5497,4987,jalur
5498,4988,pkl
5499,4989,semoga
5500,4990,kabel
5501,4991,genangan
5502,4992,kepala
5503,4993,gini
5504,4994,pindah
5505,4995,parah
5506,4996,menjuntai
5507,4997,marka
5508,4998,anak
5509,4999,ujung
5510,5000,mampet
5511,5001,daun
5512,5002,sebelum
5513,5003,tikungan
5514,5004,cabut
5515,5005,papan
5516,5006,bus
5517,5007,informasi
5518,5008,inap
5519,5009,seenaknya
5520,5010,asap
5521,5011,tebet
5522,5012,mesin
5523,5013,parkir
5524,5014,ulang
5525,5015,nyala
5526,5016,sda
5527,5017,dipasang
5528,5018,tak
5529,5019,tdk
5530,5020,batu
5531,5021,semanan
5532,5022,dinas
5533,5023,lalu
5534,5024,warna
5535,5025,perbaikan
5536,5026,roda
5537,5027,lagi
5538,5028,pkl
5539,5029,galian
5540,5030,diperbaiki
5541,5031,menuju
5542,5032,kategori
5543,5033,pembakaran
5544,5034,pribadi
5545,5035,sekolah
5546,5036,rapihkan
5547,5037,sore
5548,5038,dibuatkan
5549,1698,pelanggaran
5550,5039,no
5551,5039,no
5552,5040,macet
5553,5041,duren
5554,5042,aduan
5555,5043,hijau
5556,5044,proyek
5557,5045,daun
5558,5046,sebelum
5559,5047,tiang
5560,5048,kejahatan
5561,5049,dipasang
5562,3053,tiang
5563,5050,bakar
5564,5051,ditemukan
5565,5052,derek
5566,5053,lawan
5567,5054,yg
5568,5055,berapa
5569,5056,spanduk
5570,3053,tiang
5571,5057,semak
5572,5058,batang
5573,5059,pp
5574,5060,selalu
5575,5061,bersih
5576,5062,bergelombang
5577,5063,sosial
5578,5064,rata
5579,5065,ranting
5580,5066,spanduk
5581,5067,dibuang
5582,5068,kering
5583,5069,ketika
5584,5070,karung
5585,5071,dpt
5586,5072,bolong
5587,5073,setoran
5588,5074,imb
5589,5075,menutup
5590,5076,halte
5591,5077,monitor
5592,5078,bendera
5593,5079,merah
5594,5080,tiba
5595,5081,tak
5596,5082,musim
5597,5083,sy
5598,5024,warna
5599,5084,kemarin
5600,5085,rapihkan
5601,5086,yg
5602,5087,rokok
5603,2992,turunkan
5604,5088,kuning
5605,5089,pemangkasan
5606,5090,penuh
5607,5091,orang
5608,5092,penerangan
5609,5093,rumah
5610,5094,bermotor
5611,5095,yg
5612,61,penertiban
5613,5096,reklame
5614,61,penertiban
5615,5097,tumbang
5616,5098,kering
5617,5099,diasphal
5618,5100,sejak
5619,5101,titik
5620,5102,roda
5621,5103,jak
5622,5104,dibuang
5623,5105,listrik
5624,5106,persimpangan
5625,5107,monitor
5626,5108,lawan
5627,5109,putar
5628,5110,macet
5629,5111,berjualan
5630,5112,krn
5631,5113,mampet
5632,5114,menganggu
5633,5115,merupakan
5634,3053,tiang
5635,5116,tiang
5636,5117,pot
5637,5118,menumpuk
5638,5119,rubuh
5639,5024,warna
5640,5120,pembersihan
5641,5121,wanita
5642,5122,meja
5643,5123,ketika
5644,1698,pelanggaran
5645,5124,tanah
5646,5125,lawan
5647,5126,hujan
5648,5127,blok
5649,5128,bambu
5650,5129,nyala
5651,5130,dipindah
5652,4605,maxim
5653,5131,aspal
5654,5132,tempat
5655,5133,quot
5656,5134,terminal
5657,5135,monitor
5658,5136,mobil
5659,5137,lanjutin
5660,5138,roboh
5661,5139,monitoring
5662,5140,parkiran
5663,5141,lawan
5664,5142,because
5665,5143,kebersihan
5666,5144,umbul
5667,5145,trotoar
5668,5146,penutup
5669,5147,bikin
5670,5148,masjid
5671,5149,butuh
5672,5150,sempit
5673,5151,maaf
5674,5152,menganggu
5675,5153,pju
5676,5154,kasus
5677,5155,menyala
